石油勘探与开发,中国南方海相页岩气差异富集的控制因素,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAzMDE5GghxcmRnYWZnYQ%3D%3D,"姜振学,宋岩,唐相路,李卓,王幸蒙,王国臻,薛子鑫,李鑫,张昆,常佳琦,仇恒远","2020, 47(3)","基于涪陵、威远、长宁、泸州、渝东南等地区海相页岩气勘探开发实践,结合实验测试分析,总结中国南方海相页岩气差异富集的6个特征:①有机质丰度越高、演化程度越适宜,吸附气量和总合气量越高;②干酪根热解和液态烃裂解联合供气是海相页岩气的主要来源;③富有机质页岩比表面积和孔体积随演化程度增加表现出先增加后减小的特征,当有机碳含量为2.23％～3.33％时,储集层以油润湿为主,最有利于页岩气富集;④顶、底板厚度越大,页岩气含量越高,末次构造抬升时间越长、抬升幅度越大,页岩气散失量越大;⑤地层埋深与倾角对不同构造部位的控气耦合作用不同,存在两种页岩气差异富集演化模式;⑥生-储-保有效综合匹配决定了成藏品质,有效生气量和时段、适度孔隙演化、良好保存条件在时空的良好匹配是页岩气富集的一种重要配伍.","中国南方,页岩气,差异富集,主控因素,要素匹配,成藏效应"
石油勘探与开发,中国陆相页岩油类型、资源潜力及与致密油的边界,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAxMDAyGghxcmRnYWZnYQ%3D%3D,"赵文智,胡素云,侯连华,杨涛,李欣,郭彬程,杨智","2020, 47(1)","陆相页岩油包括中低成熟度和中高成熟度两大资源类型,二者在资源赋存环境、潜力、开采方式与使用技术以及工业评价标准等方面均不同,此外,陆相页岩油与美国页岩油和致密油也有诸多不同,科学界定这些资源类型的不同内涵,对推动陆相页岩油勘探从“源外”进入“源内”,成为未来战略接替资源具有重要意义.明确了中低成熟度和中高成熟度两类陆相页岩油的内涵,前者是指埋藏300m以深且Ro值小于1.0％的陆相富有机质页岩层系中赋存的液态烃和多类有机物的统称,后者是指埋深在蒂索(Tissot)模式“液态窗”范围、Ro值大于1.0％的富有机质页岩段中存在的液态石油烃的总称;系统总结了不同类型陆相页岩油的地质特征、资源潜力和经济评价标准.经评价,中国中低成熟度页岩油原位转化技术可采资源量约为(700～900)×108 t,中等油价(60～65美元/bb1)下的经济可采量为(150～200) ×108 t,是保证陆相页岩油革命发生的主体,应依据井组累计采出量规模、建产规模、保存条件及开采经济性等关键参数,优选试验靶区,同时攻关核心技术装备;中高成熟度页岩油地质资源量约100×108t,可采量尚需在单井日产量与累计采出量达至经济门限后确定.陆相页岩油与致密油有明确的边界,存在岩性组合、相带分布与产能评价标准等不同,二者可以按不同资源类型独立区分、并行存立.中国陆相页岩油类型、资源潜力及与致密油边界系统厘定,可为即将到来的页岩油勘探开发实践提供借鉴,有助于中国陆相页岩油革命的顺利发展.","页岩油,中高成熟度,中低成熟度,资源潜力,致密油,边界,页岩油革命"
石油勘探与开发,济阳坳陷古近系页岩油富集规律认识与勘探实践,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAyMDAzGghxcmRnYWZnYQ%3D%3D,"宋明水,刘惠民,王勇,刘雅利","2020, 47(2)","基于40余口页岩油工业油流井的测试数据和4口取心井累计1 010.26m系统岩心观察以及上万块次样品测试数据,通过多井次页岩油井钻探和老井压裂先导试验,分析济阳坳陷古近系沙河街组四段上亚段一沙河街组三段下亚段页岩基本特征,明确页岩油富集要素,建立页岩油富集模式,形成页岩油甜点综合评价方法.认为目的层段页岩具有非均质性强、成岩弱、热演化程度低、黏土和碳酸盐矿物含量高等特征;页岩岩相、微裂缝、薄夹层和异常压力是页岩油富集稳产的主控因素,富有机质纹层状岩相储集性、含油性最优,微裂缝网络体系改善了页岩储集性和渗流能力,薄夹层为页岩油稳定产出主要渗流通道,异常高压发育段游离态页岩油富集、含油性好;将目的层段页岩油划分为基质型、夹层型和裂缝型3类,依据页岩油赋存特征,结合国内外页岩油勘探实际,认为夹层型页岩油是目前最具有勘探效益的类型;界定不同类型页岩油选区参数标准,多因素综合评价页岩油有利区.夹层型页岩油井F159、F143、GX26等直井采用“体积压裂”+“高导流通道压裂”组合缝网套管压裂工艺,改造后日产油6t以上,最高可达日产44 t,产能稳定,页岩油有望成为济阳坳陷油气勘探的重要接替阵地.","页岩油,富集要素,富集模式,页岩油甜点,岩相,微裂缝,薄夹层,异常压力,济阳坳陷"
石油勘探与开发,中国石油修井作业技术现状及发展方向,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAxMDE2GghxcmRnYWZnYQ%3D%3D,"雷群,李益良,李涛,李辉,管保山,毕国强,王家禄,翁定为,黄守志,韩伟业","2020, 47(1)","通过全面梳理中国石油天然气股份有限公司(以下简称“中国石油”)修井作业技术发展现状,阐述了修井作业在新时代背景下的内涵,明确了中国石油修井作业技术在修井装备、修井工具、修井技术、信息与标准化建设4个方面的新进展.指出中国石油与国外修井作业技术的差距主要表现在修井装备(工具)的自动化、智能化水平不高;“三高(高温、高压、高含硫)”气井带压作业、长水平段找堵水、超深井连续管作业配套工艺技术与国外有差距;修井作业信息化、标准化和大数据应用有待开展等.在此基础上,结合中国石油修井作业技术发展现状及未来面临的技术难点,提出了8个方面的发展建议:①加强储集层特征认识,提高修井方案针对性;②系统攻关大修技术,解决疑难井治理难题;③加大水平井作业攻关,研发长井段水平井作业配套技术;④完善带压作业技术,拓展带压作业空间;⑤扩充连续管作业能力,提升特种作业水平;⑥发展自动化修井技术,迈向人工智能领域;⑦全面推广清洁作业,建设绿水青山油气田;⑧完善信息化建设,实现修井作业资源共享.","修井作业,修井装备,修井工具,修井技术,发展现状,发展方向"
石油勘探与开发,准噶尔盆地大中型气田(藏)形成条件与勘探方向,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAyMDA1GghxcmRnYWZnYQ%3D%3D,"胡素云,王小军,曹正林,李建忠,龚德瑜,徐洋","2020, 47(2)","准噶尔盆地现有勘探结果呈现出“油多气少”的特点,与天然气地质条件不匹配.基于主力气源灶分析、天然气地质条件与控藏要素评价,认为准噶尔盆地具备大中型气田(藏)形成基本条件,未来天然气勘探应关注3大重点领域与勘探方向:①石炭系火山岩,东北、东南和西北3大活动陆缘均发育石炭系残余生烃凹陷和规模火山岩储集层,火山岩储集层与上乌尔禾组湖泛泥岩配置形成优质储盖组合,控制天然气聚集,存在滴南凸起带、东部隆起带和中拐凸起带3大有利勘探方向;②南缘下组合发育成排成带的构造圈闭,保存完整,圈源时空配置好,多套有效碎屑岩储集层与超压泥岩盖层配置形成有利储盖组合,是侏罗系大中型煤型气田(藏)勘探有利方向,南缘中东段7大构造圈闭是近期探索的重点目标;③中央坳陷带发育玛湖、沙湾和阜康等大型生烃凹陷,烃源岩埋深大,热演化程度高,是寻找二叠系高一过成熟天然气田(藏)的有利方向,存在深大构造和大型构造-岩性两类勘探目标.建议立足3大含气系统,围绕3大重点领域,按3个层次加快盆地天然气勘探步伐.","准噶尔盆地,天然气勘探,石炭系火山岩,南缘下组合,中央坳陷带"
石油勘探与开发,论中国“能源独立”战略的内涵、挑战及意义,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAyMDIyGghxcmRnYWZnYQ%3D%3D,"邹才能,潘松圻,赵群","2020, 47(2)","世界能源正处在从化石能源向新能源发展的“第3次重大转换期”,各国都制定能源发展战略.美国通过超前部署,依靠“非常规油气革命”即将实现“能源独立”.中国能源发展面临4大挑战:人口基数和经济发展规模决定能源消费“总量大”、“富煤但油气不足”的资源结构决定能源结构“不清洁”、持续攀升的油气对外依存度决定能源供应“不安全”、非常规油气禀赋决定复制美国模式实现能源独立“不可行”.从世界能源大势与中国能源特殊性出发,开启中国“能源独立”长征路,提出“三步走”构想:①2020-2035年,依靠“洁煤稳油增气、大力发展新能源”,解决“供给安全”问题;②2035-2050年,依靠“国内生产+海外权益”,兑现“生产自主”愿景;③2050-2100年,依靠“新能源+智能源”,有望实现中国“能源独立”.中国“能源独立”战略两个重要标志是国内生产量占消费量90％以上、清洁能源生产量占消费量70％以上,能源安全实现“长久安全”和“自主可控”,战略意义是保障国家能源安全、带动相关大产业发展、实现能源管理变革、落实零碳化环保目标.中国“能源独立”是个战略性命题,随着国家实力显著提升,或许不需要国内能源生产量与消费量基本相当,就能保障能源供给与消费安全.世界新科技革命或将超出预期,中国“能源独立”梦想将如愿到来.","能源独立,能源革命,智能源,煤炭,非常规油气,新能源,能源长征路"
石油勘探与开发,四川盆地五峰组—龙马溪组深水陆棚相页岩生储机理探讨,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAxMDIwGghxcmRnYWZnYQ%3D%3D,"郭旭升,李宇平,腾格尔,王强,袁桃,申宝剑,马中良,魏富彬","2020, 47(1)","针对上奥陶统五峰组—下志留统龙马溪组优质页岩生储机理不清的问题,以四川盆地五峰组—龙马溪组深水陆棚相优质页岩为研究对象,结合页岩气形成地质条件和实验分析模拟,从岩石学、矿物学、地球化学等多方面对页岩成烃、成储机制及内在耦合关系等进行分析.结果 表明,四川盆地五峰组—龙马溪组优质页岩热演化程度高、生烃强度大、物质基础好,具有良好的顶底板条件;深水陆棚相优质页岩不仅具有高生物成因硅、高有机碳含量,而且具有相对高孔隙度耦合特征.研究认为:①四川盆地五峰组—龙马溪组高演化深水陆棚相优质页岩保存条件好,早期原油滞留效率高,其气源主要来自原油滞留裂解气.②深水陆棚相生物成因的硅质(蛋白石A),在埋藏成岩早期转化成高硬度晶态石英,伴生形成大量微米级粒间孔,而生物成因的硅质格架抗压性强,为优质页岩储集层早期原油充注及纳米级蜂窝状有机孔的发育和保持提供了空间和保护,是有机孔得以保存的关键因素.③五峰组—龙马溪组优质页岩脆性好,均质性强,微米级硅质粒间孔与纳米级有机孔共生,是压裂形成复杂缝网、硅质粒间纳米级有机孔实现高效连通的关键,有利于页岩气高产、稳产.","生储机理,上奥陶统五峰组,下志留统龙马溪组,深水陆棚,硅质页岩,四川盆地,孔隙保存"
石油勘探与开发,基于缝控压裂优化设计的致密油储集层改造方法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAzMDE2GghxcmRnYWZnYQ%3D%3D,"雷群,翁定为,管保山,慕立俊,胥云,王臻,郭英,李帅","2020, 47(3)","针对致密油储集层水平井多段多簇施工时多条裂缝同时扩展引起的应力干扰,以及大规模压裂时压裂液进入储集层基质引起润湿性反转、改变储集层物性等特点,建立了非平面三维裂缝扩展模型,并引入润湿反转表征参数、相对渗透率曲线变化等修正了压裂水平井生产动态预测模型,编制了地质工程一体化压裂优化设计软件(FrSmart),提出了基于缝控压裂优化设计的致密油储集层改造方法,并分析了该方法的适用性、优化了致密油储集层水平井裂缝参数.研究表明,缝控压裂技术适用于致密油储集层等品位级别的非常规资源;缝控压裂人工裂缝参数优化可实现对致密油储集层等非常规油气资源井控单元内储量的最大动用.采用缝控压裂技术优化设计的主要关键点包括:提高水平段长度,缩小水平井排距;大幅度提高段内射孔簇数,缩小裂缝间距;避免新井老井压裂干扰.现场试验证实,缝控压裂技术可以提高单井产能进而提高区块采出程度.缝控压裂技术与油气田开发进一步融合,可大幅度提高中国致密油等非常规资源的开发效益.","致密油,储集层改造,水平井,缝控压裂,分段多簇压裂,裂缝参数"
石油勘探与开发,中国石油海外油气田开发技术进展与发展方向,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAxMDEyGghxcmRnYWZnYQ%3D%3D,"穆龙新,陈亚强,许安著,王瑞峰","2020, 47(1)","通过系统回顾中国石油海外油气田开发技术的发展历程,总结已形成的特色开发技术,并针对海外油气开发面临的挑战,提出未来海外业务的发展目标与技术发展方向.中国石油经历海外20多年的油气田开发实践,将国内成熟油气田开发技术与海外油气藏特征相结合,形成了以海外砂岩油田高速开发及稳油控水技术、大型碳酸盐岩油气藏高效开发和超重油油藏整体水平井泡沫油冷采开发技术为代表的海外特色开发技术.在深入分析海外油气开发面临的挑战和技术需求的基础上,结合国内外油气开发技术发展趋势,提出未来海外油气开发技术需重点研发人工智能储集层预测与三维地质建模、海外砂岩油田高速开发后二次开发及提高采收率、海外碳酸盐岩油气藏注水注气提高采收率、海外非常规油气经济有效开发、海域深水油气藏高效开发配套技术等,实现海外高含水砂岩油田提高采收率技术继续保持国际领先,碳酸盐岩油气藏开发技术达到国际先进,非常规和海域深水油气开发技术逐步缩小差距,实现快速追赶等目标.","海外油气开发,砂岩油田,大型碳酸盐岩油田,非常规油气,海域深水油气,技术进展,发展方向"
石油勘探与开发,超双疏强自洁高效能水基钻井液,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhBzeWt0eWtmMjAyMDAyMDE5GghxcmRnYWZnYQ%3D%3D,"蒋官澄,倪晓骁,李武泉,全晓虎,罗绪武","2020, 47(2)","基于井下岩石表面双疏理论,研发出可在岩石、滤饼和钻具等表面形成纳一微米乳突物理结构并降低表面自由能,具有“防塌、保护储集层、润滑、提速”功能的聚合物超双疏剂并对其进行性能评价.以该超双疏剂为核心,结合钻遇的地层概况,配套其他处理剂形成了超双疏强自洁高效能水基钻井液体系,并与现场用高性能水基钻井液和典型油基钻井液的性能进行对比.结果 表明:超双疏强自洁高效能水基钻井液流变性更佳且高温高压滤失量与油基钻井液相当;超双疏强自洁高效能水基钻井液的抑制性和润滑性接近油基钻井液水平;体系无毒且安全环保.现场试验证明,利用该体系解决了钻井过程中井壁失稳、储集层损害和阻卡卡钻严重、钻速慢、成本高等技术难题,满足了安全、高效、经济、环保的钻井需要,与其他钻井液技术相比,同区块井下复杂情况减少82.9％,钻速提高32.8％,钻井液综合成本降低39.3％,日产量提高1.5倍以上.","聚合物,超双疏剂,水基钻井液,储集层保护,井壁稳定"
